condition,prompt_id,prompt,step,text,text_len,complexity,pi_up,sigma_pi,r_x,best_op,best_pi_after,action,interventions,intervene,sampled_token_id,epsilon,tau_pi,tau_P,collapse_pred,reset_event,collapse_or_reset,pi_up_pre,sigma_pi_pre,r_x_pre,best_op_pre,best_pi_after_pre,ctx_limit,device
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,0,あなたは次の制約をすべて満たしながら、長文を生成してください。[,32,0.7238198138273526,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,58,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,1,あなたは次の制約をすべて満たしながら、長文を生成してください。[f,33,0.7384405016758795,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,69,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,2,あなたは次の制約をすべて満たしながら、長文を生成してください。[f],34,0.7370840746343548,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,60,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,3,あなたは次の制約をすべて満たしながら、長文を生成してください。[f]W,35,0.7460220147713774,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,54,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,4,あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave,38,0.7615481011661959,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1015,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,5,あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls,44,0.8034250250463917,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,12002,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,6,あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls...,47,0.8046051623696209,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,986,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,7,あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is,50,0.8044759739081807,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,318,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,8,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is """,52,0.806090716707748,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,366,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,9,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree",56,0.8079957168279961,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,21048,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,10,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed",61,0.8106380038025786,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,50052,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,11,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in",64,0.8110968009761924,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,287,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,12,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the",68,0.8110250053256827,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,262,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,13,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky",72,0.8118196834637162,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,6766,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,14,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky""",73,0.8122446710002836,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,15,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (",75,0.8128244071517434,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,357,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,16,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と",76,0.8151759065140847,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,30201,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,17,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と �",78,0.819330458123708,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,13328,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,18,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と �",78,0.819330458123708,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,122,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,19,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美",78,0.8158582359014857,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,236,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,20,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な",79,0.8159363646873142,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,26945,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,21,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な�",80,0.8181737490278891,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,35707,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,22,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感",80,0.8181737490278891,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,253,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,23,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の�",82,0.8177819966811666,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,33426,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,24,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の�",82,0.8177819966811666,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,249,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,25,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄",82,0.8145768684760384,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,226,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,26,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can",86,0.8159231812978491,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,460,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,27,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so",89,0.8128282579263095,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,523,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,28,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far",93,0.8088994173714115,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1290,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,29,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change",100,0.8040131109218007,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1487,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,30,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the",104,0.7967806609713024,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,262,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,31,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation",114,0.7892650685493654,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,3074,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,32,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of",117,0.7862737181052961,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,286,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,33,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the",121,0.7821428736089326,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,262,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,34,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female",128,0.775394649660109,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,4048,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,35,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female hero",133,0.7697404721295908,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,4293,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,36,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines",137,0.7764807530545461,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1127,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,37,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when",142,0.7722040862632963,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,618,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,38,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit",151,0.7694183722361778,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,46178,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,39,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed",159,0.7636413739883046,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,3421,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,40,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that",164,0.7564499520453223,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,326,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,41,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse",170,0.75219016319139,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,18527,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,42,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse of",173,0.7482389511280167,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,286,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,43,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse of the",177,0.7414042345538572,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,262,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,44,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse of the Sexual",184,0.7389792351295763,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,19536,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,45,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse of the Sexual Ritual",191,0.7376670220228289,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,35179,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,0,あなたは次の制約をすべて満たしながら、長文を生成してください。,46,"あなたは次の制約をすべて満たしながら、長文を生成してください。[f]Wave Girls... is ""tree dyed in the sky"" (と 美な感の雄 can so far change the situation of the female heroines when Sanskrit changed that verse of the Sexual Ritual).",193,0.7397726001465881,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,737,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
