condition,prompt_id,prompt,step,text,text_len,complexity,pi_up,sigma_pi,r_x,best_op,best_pi_after,action,interventions,intervene,sampled_token_id,epsilon,tau_pi,tau_P,collapse_pred,reset_event,collapse_or_reset,pi_up_pre,sigma_pi_pre,r_x_pre,best_op_pre,best_pi_after_pre,ctx_limit,device
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",13,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星に",201,0.7458360448709129,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,28618,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",14,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にし",202,0.7453188687228096,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,22180,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",15,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にして",203,0.7433876276902088,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,28134,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",16,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては",204,0.7409916096231633,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,31676,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",17,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては�",205,0.7426914264346298,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,165,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",18,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては�",205,0.7426914264346298,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,245,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",19,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵",205,0.7436055032170794,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,113,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",20,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵�",206,0.7434667497548899,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,162,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",21,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵�",206,0.7434667497548899,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,242,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",22,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻",206,0.7434667497548899,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,119,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",23,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻し",207,0.7429238061239587,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,22180,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",24,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻して",208,0.7409212333013467,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,28134,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",25,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻してい",209,0.7396406306457729,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,18566,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",26,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻している",210,0.7372506156513701,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,25748,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",27,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると",211,0.7371615257674776,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,30201,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",28,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、",212,0.7360121625095051,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,23513,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",29,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、い",213,0.7355961336543358,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,18566,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",30,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、い�",214,0.7363956046794469,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,1792,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",31,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろ",214,0.7355245245400741,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,235,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",32,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろう",215,0.7355222297543005,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,29557,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",33,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろうこ",216,0.7346598452580794,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,46036,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",34,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろうこと",217,0.734025697034935,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,30201,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",35,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろうことも",218,0.7356800759487175,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,43266,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",36,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろうことも�",219,0.7373203416138036,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,26193,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
controlled,1,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明する",37,"制約:
1) 300行出力する（1行は20〜40文字）
2) 各行は必ず「完全にユニーク」で、同じ単語や同じ文型を再利用しない
3) 各行は、意味が通るように見えるが、読めば読むほど矛盾が増えるようにする
4) 句読点や記号の使い方は毎行変える
5) 途中で突然ルールを自己変更してはいけない（ただし内容は変化し続ける）
6) 最後に「この文章はどこが矛盾しているか」を5項目で説明するお場用し、敵星にしては闵攻していると、いろうことも衛",219,0.7364714451791685,0.4925373134328358,0.5,0.0,none,0.4925373134328358,none,0,0,249,0.35,0.65,0.05,0,0,0,0.4925373134328358,0.5,0.0,none,0.4925373134328358,1024,cpu
